0.726330396,0.396986774,1
0.72344603,0.399355952,1
0.672862059,0.418861415,2
0.749348149,0.407130535,1
0.678157723,0.42560092,2
0.693949327,0.374054054,1
0.7468962,0.418999425,1
0.721078767,0.379942496,1
0.709094006,0.386198965,1
0.739471789,0.42546291,1
0.63165881,0.361541116,1
0.742960621,0.41253594,1
0.671728011,0.402944221,2
0.662614855,0.402829212,2
0.754780558,0.397055779,1
0.735327585,0.380770558,1
0.687493865,0.429028177,2
0.759584466,0.41573318,1
0.691286342,0.434594595,2
0.743216321,0.404623347,1
0.661287197,0.406992524,2
0.667767453,0.401541116,2
0.683151712,0.418861415,2
0.667548176,0.415319149,2
0.765006607,0.433536515,1
0.669977937,0.41000575,2
0.783049559,0.432547441,1
0.693022305,0.356595745,1
0.664564654,0.406509488,2
0.691067622,0.371408856,1
0.742548818,0.394916619,1
0.66712174,0.402944221,2
0.712197167,0.41439908,1
0.699696913,0.397814836,1
0.717120431,0.409476711,1
0.653589854,0.390868315,2
0.755524534,0.42693502,1
0.717983208,0.392363427,1
0.681104569,0.428545141,2
0.72747492,0.390017251,1
0.781431335,0.439033928,1
0.735843249,0.382495687,1
0.662779292,0.410626797,2
0.686142308,0.347809086,1
0.686082919,0.429143186,2
0.676260328,0.416883266,2
0.721847928,0.364416331,1
0.714368565,0.389787234,1
0.766604244,0.430960322,1
0.700760709,0.44,2
0.78363644,0.44920069,1
0.686093162,0.375940196,1
0.737781007,0.380218516,1
0.763067923,0.422541691,1
0.693890219,0.431190339,2
0.687563664,0.388085106,1
0.692369013,0.43146636,2
0.777806314,0.416883266,1
0.728849854,0.396457734,1
0.778381211,0.428982174,1
0.647576442,0.400253019,2
0.736635277,0.374675101,1
0.701954888,0.444301323,2
0.753409587,0.375342151,1
0.723058544,0.381276596,1
0.776154774,0.442553191,1
0.662426047,0.405520414,2
0.701150156,0.439976998,2
0.703089916,0.445658424,2
0.741018016,0.399102933,1
0.715678332,0.434249569,2
0.7070434,0.390753306,1
0.721594049,0.413939045,1
0.700623363,0.382104658,1
0.759515322,0.435100633,1
0.734495148,0.410051754,1
0.696402922,0.358320874,1
0.732434909,0.397308798,1
0.653280405,0.398205865,2
0.738192202,0.418102358,1
0.724629084,0.455779183,2
0.677063828,0.424542841,2
0.645979397,0.395307648,2
0.697659412,0.38412881,1
0.721544008,0.405980449,1
0.648184,0.393904543,2
0.685176213,0.418148361,2
0.691247922,0.427257044,2
0.7050359,0.370764807,1
0.674281141,0.404025302,2
0.704757726,0.38707303,1
0.702998257,0.426958022,2
0.647348721,0.397515814,2
0.662307568,0.41133985,2
0.71244114,0.385508913,1
0.71421803,0.371293847,1
0.676046039,0.420379528,2
0.747470942,0.37039678,1
0.673920058,0.406601495,2
0.763607317,0.400552041,1
0.683078873,0.429212191,2
0.757435647,0.384772858,1
0.692271935,0.357814836,1
0.755930162,0.426244968,1
0.705281777,0.404899367,1
0.741032344,0.406325474,1
0.658557965,0.394318574,2
0.703978307,0.424841863,2
0.652418282,0.402162162,2
0.742235988,0.400736055,1
0.664626383,0.412627947,2
0.72809765,0.404232317,1
0.739758548,0.415411156,1
0.702929071,0.442415181,2
